nl_query,action,time,user,source,src_ip,hostname,severity,status_code,structured_query,event_ts
give me informational download events by user root past 60 minutes in firewall logs,download,last1h,root,firewall,*,*,info,*,action=download user=root source=firewall severity=info earliest=-60m latest=now,2025-10-04T11:32:26
pull up auth failure events by user anonymous this month in nginx,failure,last30d,anonymous,web,*,*,*,*,action=failure user=anonymous source=web earliest=-30d@d latest=now,2025-10-02T12:23:26
pull up err logins events by user admin the previous day in event viewer,login,yesterday,admin,windows,*,*,error,*,action=login user=admin source=windows severity=error earliest=@d-1d latest=@d,2025-10-03T22:22:26
pull up logout events by user alice from ip 10.10.10.5 on app-server-03 with status 404 since yesterday in db,logout,last24h,alice,database,10.10.10.5,app-server-03,*,404,action=logout user=alice source=database src_ip=10.10.10.5 hostname=app-server-03 status_code=404 earliest=-24h latest=now,2025-10-04T07:23:26
pull up login events by user anonymous from ip 192.168.0.1 this week in web server,login,last7d,anonymous,web,192.168.0.1,*,*,*,action=login user=anonymous source=web src_ip=192.168.0.1 earliest=-7d@d latest=now,2025-09-29T12:23:26
give me auth success events by user bob since yesterday in web server,success,last24h,bob,web,*,*,*,*,action=success user=bob source=web earliest=-24h latest=now,2025-10-03T20:23:26
show me file download events by user jsmith this month in firewall logs,download,last30d,jsmith,firewall,*,*,*,*,action=download user=jsmith source=firewall earliest=-30d@d latest=now,2025-09-26T12:23:26
find access events by user root with status 503 last 24 hours in event viewer,access,last24h,root,windows,*,*,*,503,action=access user=root source=windows status_code=503 earliest=-24h latest=now,2025-10-04T01:23:26
list emergency login events by user anonymous with status 404 past week in event viewer,login,last7d,anonymous,windows,*,*,critical,404,action=login user=anonymous source=windows severity=critical status_code=404 earliest=-7d@d latest=now,2025-09-28T12:23:26
display sign off events with status 503 since midnight in firewall logs,logout,today,*,firewall,*,*,*,503,action=logout source=firewall status_code=503 earliest=@d latest=now,2025-10-04T08:51:26
display file upload events by user root with status 404 the previous day in database,upload,yesterday,root,database,*,*,*,404,action=upload user=root source=database status_code=404 earliest=@d-1d latest=@d,2025-10-03T00:21:26
show me restart events by user jsmith from ip 10.10.10.5 yesterday in database,restart,yesterday,jsmith,database,10.10.10.5,*,*,*,action=restart user=jsmith source=database src_ip=10.10.10.5 earliest=@d-1d latest=@d,2025-10-03T01:09:26
show me crash events with status 503 past 60 minutes in database,error,last1h,*,database,*,*,*,503,action=error source=database status_code=503 earliest=-60m latest=now,2025-10-04T12:19:26
find crit auth success events by user anonymous since yesterday in network security,success,last24h,anonymous,firewall,*,*,critical,*,action=success user=anonymous source=firewall severity=critical earliest=-24h latest=now,2025-10-03T15:23:26
find critical file deletion events by user alice this week in machine,deletion,last7d,alice,host,*,*,critical,*,action=deletion user=alice source=host severity=critical earliest=-7d@d latest=now,2025-09-30T12:23:26
pull up authentication events by user admin in the last 24 hours in firewall,login,today,admin,firewall,*,*,*,*,action=login user=admin source=firewall earliest=@d latest=now,2025-10-04T01:14:26
pull up restart events by user root past 60 minutes in security log,restart,last1h,root,auth,*,*,*,*,action=restart user=root source=auth earliest=-60m latest=now,2025-10-04T12:11:26
list critical file deletion events by user anonymous on firewall-01 this month in apache,deletion,last30d,anonymous,web,*,firewall-01,critical,*,action=deletion user=anonymous source=web hostname=firewall-01 severity=critical earliest=-30d@d latest=now,2025-09-17T12:23:26
give me crash events by user admin with status 404 today in event viewer,error,today,admin,windows,*,*,*,404,action=error user=admin source=windows status_code=404 earliest=@d latest=now,2025-10-04T12:39:26
pull up auth failure events by user anonymous from ip 192.168.0.1 on db-prod-02 last hour in database,failure,last1h,anonymous,database,192.168.0.1,db-prod-02,*,*,action=failure user=anonymous source=database src_ip=192.168.0.1 hostname=db-prod-02 earliest=-60m latest=now,2025-10-04T11:49:26
display access events by user admin yesterday in secure shell,access,yesterday,admin,ssh,*,*,*,*,action=access user=admin source=ssh earliest=@d-1d latest=@d,2025-10-03T07:33:26
give me failed login events by user alice past 60 minutes in filesystem,failure,last1h,alice,filesystem,*,*,*,*,action=failure user=alice source=filesystem earliest=-60m latest=now,2025-10-04T11:32:26
show me delete events by user bob since yesterday in nginx,deletion,last24h,bob,web,*,*,*,*,action=deletion user=bob source=web earliest=-24h latest=now,2025-10-04T09:23:26
find crash events by user anonymous since yesterday in event viewer,error,last24h,anonymous,windows,*,*,*,*,action=error user=anonymous source=windows earliest=-24h latest=now,2025-10-04T01:23:26
pull up authentication events by user bob from ip 192.168.1.100 with status 500 last 24 hours in db,login,last24h,bob,database,192.168.1.100,*,*,500,action=login user=bob source=database src_ip=192.168.1.100 status_code=500 earliest=-24h latest=now,2025-10-04T02:23:26
pull up logout events from ip 172.16.0.50 on load-balancer last 30 days in machine,logout,last30d,*,host,172.16.0.50,load-balancer,*,*,action=logout source=host src_ip=172.16.0.50 hostname=load-balancer earliest=-30d@d latest=now,2025-10-02T12:23:26
find login failure events by user anonymous on firewall-01 last hour in authentication log,failure,last1h,anonymous,auth,*,firewall-01,*,*,action=failure user=anonymous source=auth hostname=firewall-01 earliest=-60m latest=now,2025-10-04T11:46:26
list download events by user admin since yesterday in host,download,last24h,admin,host,*,*,*,*,action=download user=admin source=host earliest=-24h latest=now,2025-10-04T04:23:26
give me emergency crash events by user anonymous from ip 172.16.0.50 with status 200 this month in db,error,last30d,anonymous,database,172.16.0.50,*,critical,200,action=error user=anonymous source=database src_ip=172.16.0.50 severity=critical status_code=200 earliest=-30d@d latest=now,2025-09-16T12:23:26
show me auth success events by user alice from ip 172.16.0.50 since yesterday in host,success,last24h,alice,host,172.16.0.50,*,*,*,action=success user=alice source=host src_ip=172.16.0.50 earliest=-24h latest=now,2025-10-03T18:23:26
list file download events by user alice from ip 10.10.10.5 last 30 days in file system,download,last30d,alice,filesystem,10.10.10.5,*,*,*,action=download user=alice source=filesystem src_ip=10.10.10.5 earliest=-30d@d latest=now,2025-09-19T12:23:26
list crash events by user alice on db-prod-02 last hour in apache,error,last1h,alice,web,*,db-prod-02,*,*,action=error user=alice source=web hostname=db-prod-02 earliest=-60m latest=now,2025-10-04T11:32:26
display sign off events on load-balancer with status 502 since midnight in file system,logout,today,*,filesystem,*,load-balancer,*,502,action=logout source=filesystem hostname=load-balancer status_code=502 earliest=@d latest=now,2025-10-04T00:06:26
display restart events by user jsmith from ip 10.0.0.1 on load-balancer this month in firewall logs,restart,last30d,jsmith,firewall,10.0.0.1,load-balancer,*,*,action=restart user=jsmith source=firewall src_ip=10.0.0.1 hostname=load-balancer earliest=-30d@d latest=now,2025-09-05T12:23:26
list critical crash events by user alice since yesterday in machine,error,last24h,alice,host,*,*,critical,*,action=error user=alice source=host severity=critical earliest=-24h latest=now,2025-10-03T14:23:26
list file upload events with status 200 past week in apache,upload,last7d,*,web,*,*,*,200,action=upload source=web status_code=200 earliest=-7d@d latest=now,2025-10-04T12:23:26
give me successful login events by user anonymous on load-balancer this week in secure shell,success,last7d,anonymous,ssh,*,load-balancer,*,*,action=success user=anonymous source=ssh hostname=load-balancer earliest=-7d@d latest=now,2025-10-01T12:23:26
find info upload events by user anonymous with status 200 this month in windows,upload,last30d,anonymous,windows,*,*,info,200,action=upload user=anonymous source=windows severity=info status_code=200 earliest=-30d@d latest=now,2025-09-25T12:23:26
list informational successful login events by user root this week in web server,success,last7d,root,web,*,*,info,*,action=success user=root source=web severity=info earliest=-7d@d latest=now,2025-10-03T12:23:26
list login failure events from ip 10.0.0.1 since yesterday in auth log,failure,last24h,*,auth,10.0.0.1,*,*,*,action=failure source=auth src_ip=10.0.0.1 earliest=-24h latest=now,2025-10-03T13:23:26
display file deletion events by user bob yesterday in windows event log,deletion,yesterday,bob,windows,*,*,*,*,action=deletion user=bob source=windows earliest=@d-1d latest=@d,2025-10-03T15:50:26
show me failed login events by user admin on db-prod-02 last 30 days in machine,failure,last30d,admin,host,*,db-prod-02,*,*,action=failure user=admin source=host hostname=db-prod-02 earliest=-30d@d latest=now,2025-09-24T12:23:26
list crash events by user admin from ip 10.0.0.1 today in db,error,today,admin,database,10.0.0.1,*,*,*,action=error user=admin source=database src_ip=10.0.0.1 earliest=@d latest=now,2025-10-04T03:54:26
pull up logout events by user anonymous on firewall-01 since midnight in machine,logout,today,anonymous,host,*,firewall-01,*,*,action=logout user=anonymous source=host hostname=firewall-01 earliest=@d latest=now,2025-10-04T04:49:26
give me file upload events by user anonymous with status 503 last 24 hours in network security,upload,last24h,anonymous,firewall,*,*,*,503,action=upload user=anonymous source=firewall status_code=503 earliest=-24h latest=now,2025-10-03T16:23:26
find err login events on web-server-01 past 60 minutes in ssh,login,last1h,*,ssh,*,web-server-01,error,*,action=login source=ssh hostname=web-server-01 severity=error earliest=-60m latest=now,2025-10-04T11:40:26
display successful login events by user bob the previous day in machine,success,yesterday,bob,host,*,*,*,*,action=success user=bob source=host earliest=@d-1d latest=@d,2025-10-03T09:33:26
find delete events by user anonymous last hour in db,deletion,last1h,anonymous,database,*,*,*,*,action=deletion user=anonymous source=database earliest=-60m latest=now,2025-10-04T11:27:26
give me login failure events by user alice with status 403 this month in apache,failure,last30d,alice,web,*,*,*,403,action=failure user=alice source=web status_code=403 earliest=-30d@d latest=now,2025-09-10T12:23:26
list file upload events with status 404 last 24 hours in secure shell,upload,last24h,*,ssh,*,*,*,404,action=upload source=ssh status_code=404 earliest=-24h latest=now,2025-10-04T01:23:26
show me auth success events by user alice with status 200 last hour in host,success,last1h,alice,host,*,*,*,200,action=success user=alice source=host status_code=200 earliest=-60m latest=now,2025-10-04T11:37:26
find sign off events by user bob last 30 days in nginx,logout,last30d,bob,web,*,*,*,*,action=logout user=bob source=web earliest=-30d@d latest=now,2025-09-16T12:23:26
list service restart events by user admin on web-server-01 since midnight in firewall,restart,today,admin,firewall,*,web-server-01,*,*,action=restart user=admin source=firewall hostname=web-server-01 earliest=@d latest=now,2025-10-04T04:07:26
find restart events by user alice from ip 192.168.1.100 on db-prod-02 past 60 minutes in host,restart,last1h,alice,host,192.168.1.100,db-prod-02,*,*,action=restart user=alice source=host src_ip=192.168.1.100 hostname=db-prod-02 earliest=-60m latest=now,2025-10-04T12:03:26
find warning login events by user bob last 7 days in web server,login,last7d,bob,web,*,*,warning,*,action=login user=bob source=web severity=warning earliest=-7d@d latest=now,2025-09-30T12:23:26
give me auth success events by user bob yesterday in firewall,success,yesterday,bob,firewall,*,*,*,*,action=success user=bob source=firewall earliest=@d-1d latest=@d,2025-10-03T18:46:26
list upload events by user jsmith on web-server-01 with status 500 past 60 minutes in firewall,upload,last1h,jsmith,firewall,*,web-server-01,*,500,action=upload user=jsmith source=firewall hostname=web-server-01 status_code=500 earliest=-60m latest=now,2025-10-04T12:17:26
display err request events with status 502 the previous day in ssh,access,yesterday,*,ssh,*,*,error,502,action=access source=ssh severity=error status_code=502 earliest=@d-1d latest=@d,2025-10-03T14:28:26
find failed login events by user alice from ip 192.168.1.100 last hour in db,failure,last1h,alice,database,192.168.1.100,*,*,*,action=failure user=alice source=database src_ip=192.168.1.100 earliest=-60m latest=now,2025-10-04T12:20:26
pull up error error events from ip 172.16.0.50 on app-server-03 last 30 days in server,error,last30d,*,host,172.16.0.50,app-server-03,error,*,action=error source=host src_ip=172.16.0.50 hostname=app-server-03 severity=error earliest=-30d@d latest=now,2025-09-28T12:23:26
show me request events by user anonymous from ip 192.168.0.1 since yesterday in db,access,last24h,anonymous,database,192.168.0.1,*,*,*,action=access user=anonymous source=database src_ip=192.168.0.1 earliest=-24h latest=now,2025-10-03T18:23:26
find auth success events past week in apache,success,last7d,*,web,*,*,*,*,action=success source=web earliest=-7d@d latest=now,2025-10-03T12:23:26
pull up successful login events by user anonymous on load-balancer last 7 days in file system,success,last7d,anonymous,filesystem,*,load-balancer,*,*,action=success user=anonymous source=filesystem hostname=load-balancer earliest=-7d@d latest=now,2025-10-04T12:23:26
show me successful login events by user admin from ip 10.10.10.5 last 7 days in authentication log,success,last7d,admin,auth,10.10.10.5,*,*,*,action=success user=admin source=auth src_ip=10.10.10.5 earliest=-7d@d latest=now,2025-09-29T12:23:26
pull up auth success events by user admin with status 403 this month in nginx,success,last30d,admin,web,*,*,*,403,action=success user=admin source=web status_code=403 earliest=-30d@d latest=now,2025-10-04T12:23:26
give me informational service restart events by user anonymous on app-server-03 since yesterday in windows event log,restart,last24h,anonymous,windows,*,app-server-03,info,*,action=restart user=anonymous source=windows hostname=app-server-03 severity=info earliest=-24h latest=now,2025-10-04T09:23:26
pull up warn auth success events on db-prod-02 with status 502 since midnight in database,success,today,*,database,*,db-prod-02,warning,502,action=success source=database hostname=db-prod-02 severity=warning status_code=502 earliest=@d latest=now,2025-10-04T07:52:26
list crash events by user alice since midnight in machine,error,today,alice,host,*,*,*,*,action=error user=alice source=host earliest=@d latest=now,2025-10-04T09:17:26
show me upload events past week in secure shell,upload,last7d,*,ssh,*,*,*,*,action=upload source=ssh earliest=-7d@d latest=now,2025-09-30T12:23:26
give me service restart events by user root on firewall-01 this month in auth log,restart,last30d,root,auth,*,firewall-01,*,*,action=restart user=root source=auth hostname=firewall-01 earliest=-30d@d latest=now,2025-10-03T12:23:26
show me successful login events by user anonymous from ip 172.16.0.50 with status 200 past week in machine,success,last7d,anonymous,host,172.16.0.50,*,*,200,action=success user=anonymous source=host src_ip=172.16.0.50 status_code=200 earliest=-7d@d latest=now,2025-10-01T12:23:26
give me crash events by user bob last 24 hours in apache,error,last24h,bob,web,*,*,*,*,action=error user=bob source=web earliest=-24h latest=now,2025-10-04T06:23:26
find err service restart events by user anonymous since yesterday in firewall,restart,last24h,anonymous,firewall,*,*,error,*,action=restart user=anonymous source=firewall severity=error earliest=-24h latest=now,2025-10-04T00:23:26
pull up authentication events by user jsmith on web-server-01 last 24 hours in file system,login,last24h,jsmith,filesystem,*,web-server-01,*,*,action=login user=jsmith source=filesystem hostname=web-server-01 earliest=-24h latest=now,2025-10-04T00:23:26
pull up crash events by user bob in the last 24 hours in host,error,today,bob,host,*,*,*,*,action=error user=bob source=host earliest=@d latest=now,2025-10-04T04:06:26
show me file deletion events by user bob with status 200 last 30 days in machine,deletion,last30d,bob,host,*,*,*,200,action=deletion user=bob source=host status_code=200 earliest=-30d@d latest=now,2025-09-24T12:23:26
find access events by user anonymous this month in secure shell,access,last30d,anonymous,ssh,*,*,*,*,action=access user=anonymous source=ssh earliest=-30d@d latest=now,2025-09-13T12:23:26
find upload events by user jsmith from ip 10.0.0.1 last 30 days in file system,upload,last30d,jsmith,filesystem,10.0.0.1,*,*,*,action=upload user=jsmith source=filesystem src_ip=10.0.0.1 earliest=-30d@d latest=now,2025-09-22T12:23:26
give me service restart events by user alice from ip 10.10.10.5 on load-balancer this month in file system,restart,last30d,alice,filesystem,10.10.10.5,load-balancer,*,*,action=restart user=alice source=filesystem src_ip=10.10.10.5 hostname=load-balancer earliest=-30d@d latest=now,2025-09-11T12:23:26
show me upload events by user jsmith last 24 hours in file system,upload,last24h,jsmith,filesystem,*,*,*,*,action=upload user=jsmith source=filesystem earliest=-24h latest=now,2025-10-03T18:23:26
pull up failed login events by user admin with status 503 yesterday in machine,failure,yesterday,admin,host,*,*,*,503,action=failure user=admin source=host status_code=503 earliest=@d-1d latest=@d,2025-10-03T08:13:26
display logout events by user alice on firewall-01 yesterday in db,logout,yesterday,alice,database,*,firewall-01,*,*,action=logout user=alice source=database hostname=firewall-01 earliest=@d-1d latest=@d,2025-10-03T05:27:26
give me auth success events by user root from ip 10.10.10.5 this week in machine,success,last7d,root,host,10.10.10.5,*,*,*,action=success user=root source=host src_ip=10.10.10.5 earliest=-7d@d latest=now,2025-09-29T12:23:26
pull up file download events past 60 minutes in windows event log,download,last1h,*,windows,*,*,*,*,action=download source=windows earliest=-60m latest=now,2025-10-04T12:00:26
list sign off events by user alice last 24 hours in filesystem,logout,last24h,alice,filesystem,*,*,*,*,action=logout user=alice source=filesystem earliest=-24h latest=now,2025-10-04T07:23:26
find successful login events by user bob last 24 hours in security log,success,last24h,bob,auth,*,*,*,*,action=success user=bob source=auth earliest=-24h latest=now,2025-10-03T17:23:26
pull up crit upload events by user bob from ip 172.16.0.50 the previous day in server,upload,yesterday,bob,host,172.16.0.50,*,critical,*,action=upload user=bob source=host src_ip=172.16.0.50 severity=critical earliest=@d-1d latest=@d,2025-10-03T05:42:26
display successful login events by user anonymous on load-balancer past week in firewall logs,success,last7d,anonymous,firewall,*,load-balancer,*,*,action=success user=anonymous source=firewall hostname=load-balancer earliest=-7d@d latest=now,2025-10-02T12:23:26
pull up warn request events by user alice the previous day in web server,access,yesterday,alice,web,*,*,warning,*,action=access user=alice source=web severity=warning earliest=@d-1d latest=@d,2025-10-03T14:12:26
show me warn restart events by user alice last hour in filesystem,restart,last1h,alice,filesystem,*,*,warning,*,action=restart user=alice source=filesystem severity=warning earliest=-60m latest=now,2025-10-04T11:36:26
pull up file download events by user alice on load-balancer last 24 hours in secure shell,download,last24h,alice,ssh,*,load-balancer,*,*,action=download user=alice source=ssh hostname=load-balancer earliest=-24h latest=now,2025-10-04T02:23:26
display logins events by user admin with status 403 since yesterday in windows,login,last24h,admin,windows,*,*,*,403,action=login user=admin source=windows status_code=403 earliest=-24h latest=now,2025-10-03T16:23:26
give me file upload events by user anonymous on db-prod-02 past week in ssh,upload,last7d,anonymous,ssh,*,db-prod-02,*,*,action=upload user=anonymous source=ssh hostname=db-prod-02 earliest=-7d@d latest=now,2025-10-04T12:23:26
give me err download events by user admin on load-balancer the previous day in server,download,yesterday,admin,host,*,load-balancer,error,*,action=download user=admin source=host hostname=load-balancer severity=error earliest=@d-1d latest=@d,2025-10-03T09:42:26
show me warn connection events by user admin from ip 10.0.0.1 since midnight in host,access,today,admin,host,10.0.0.1,*,warning,*,action=access user=admin source=host src_ip=10.0.0.1 severity=warning earliest=@d latest=now,2025-10-04T04:24:26
give me login events by user alice last hour in db,login,last1h,alice,database,*,*,*,*,action=login user=alice source=database earliest=-60m latest=now,2025-10-04T11:39:26
show me informational connection events by user root last hour in server,access,last1h,root,host,*,*,info,*,action=access user=root source=host severity=info earliest=-60m latest=now,2025-10-04T11:55:26
pull up file deletion events by user admin this week in firewall logs,deletion,last7d,admin,firewall,*,*,*,*,action=deletion user=admin source=firewall earliest=-7d@d latest=now,2025-09-28T12:23:26
show me info crash events by user anonymous with status 200 last 24 hours in event viewer,error,last24h,anonymous,windows,*,*,info,200,action=error user=anonymous source=windows severity=info status_code=200 earliest=-24h latest=now,2025-10-04T12:23:26
find warn login events from ip 10.0.0.1 this month in windows event log,login,last30d,*,windows,10.0.0.1,*,warning,*,action=login source=windows src_ip=10.0.0.1 severity=warning earliest=-30d@d latest=now,2025-09-28T12:23:26
display login failure events by user admin from ip 172.16.0.50 yesterday in db,failure,yesterday,admin,database,172.16.0.50,*,*,*,action=failure user=admin source=database src_ip=172.16.0.50 earliest=@d-1d latest=@d,2025-10-03T22:02:26
give me auth failure events by user root from ip 172.16.0.50 past 60 minutes in server,failure,last1h,root,host,172.16.0.50,*,*,*,action=failure user=root source=host src_ip=172.16.0.50 earliest=-60m latest=now,2025-10-04T11:36:26
display error events by user alice from ip 10.10.10.5 with status 403 last hour in authentication log,error,last1h,alice,auth,10.10.10.5,*,*,403,action=error user=alice source=auth src_ip=10.10.10.5 status_code=403 earliest=-60m latest=now,2025-10-04T11:54:26
show me warn file upload events by user bob with status 200 past 60 minutes in ssh,upload,last1h,bob,ssh,*,*,warning,200,action=upload user=bob source=ssh severity=warning status_code=200 earliest=-60m latest=now,2025-10-04T11:46:26
find error events by user alice this week in windows,error,last7d,alice,windows,*,*,*,*,action=error user=alice source=windows earliest=-7d@d latest=now,2025-09-29T12:23:26
find file deletion events by user jsmith on firewall-01 past week in server,deletion,last7d,jsmith,host,*,firewall-01,*,*,action=deletion user=jsmith source=host hostname=firewall-01 earliest=-7d@d latest=now,2025-10-01T12:23:26
show me error events by user alice on firewall-01 with status 502 this week in machine,error,last7d,alice,host,*,firewall-01,*,502,action=error user=alice source=host hostname=firewall-01 status_code=502 earliest=-7d@d latest=now,2025-09-30T12:23:26
show me logout events by user jsmith on app-server-03 with status 502 today in ssh,logout,today,jsmith,ssh,*,app-server-03,*,502,action=logout user=jsmith source=ssh hostname=app-server-03 status_code=502 earliest=@d latest=now,2025-10-04T12:01:26
give me error events by user jsmith yesterday in authentication log,error,yesterday,jsmith,auth,*,*,*,*,action=error user=jsmith source=auth earliest=@d-1d latest=@d,2025-10-03T00:42:26
find download events by user root with status 502 last hour in ssh,download,last1h,root,ssh,*,*,*,502,action=download user=root source=ssh status_code=502 earliest=-60m latest=now,2025-10-04T11:42:26
show me auth success events by user jsmith from ip 192.168.1.100 the previous day in server,success,yesterday,jsmith,host,192.168.1.100,*,*,*,action=success user=jsmith source=host src_ip=192.168.1.100 earliest=@d-1d latest=@d,2025-10-03T20:15:26
find info file download events by user admin in the last 24 hours in security log,download,today,admin,auth,*,*,info,*,action=download user=admin source=auth severity=info earliest=@d latest=now,2025-10-04T04:53:26
show me login events by user jsmith since midnight in apache,login,today,jsmith,web,*,*,*,*,action=login user=jsmith source=web earliest=@d latest=now,2025-10-04T10:30:26
give me file deletion events by user bob from ip 10.0.0.1 on db-prod-02 since yesterday in machine,deletion,last24h,bob,host,10.0.0.1,db-prod-02,*,*,action=deletion user=bob source=host src_ip=10.0.0.1 hostname=db-prod-02 earliest=-24h latest=now,2025-10-03T18:23:26
display warn sign off events last 30 days in network security,logout,last30d,*,firewall,*,*,warning,*,action=logout source=firewall severity=warning earliest=-30d@d latest=now,2025-09-13T12:23:26
show me info authentication events from ip 172.16.0.50 past 60 minutes in ssh,login,last1h,*,ssh,172.16.0.50,*,info,*,action=login source=ssh src_ip=172.16.0.50 severity=info earliest=-60m latest=now,2025-10-04T11:27:26
find err file download events with status 502 since yesterday in server,download,last24h,*,host,*,*,error,502,action=download source=host severity=error status_code=502 earliest=-24h latest=now,2025-10-03T15:23:26
find sign off events by user bob last 30 days in database,logout,last30d,bob,database,*,*,*,*,action=logout user=bob source=database earliest=-30d@d latest=now,2025-09-23T12:23:26
find delete events by user jsmith with status 404 since yesterday in firewall,deletion,last24h,jsmith,firewall,*,*,*,404,action=deletion user=jsmith source=firewall status_code=404 earliest=-24h latest=now,2025-10-03T19:23:26
list auth success events by user alice past week in apache,success,last7d,alice,web,*,*,*,*,action=success user=alice source=web earliest=-7d@d latest=now,2025-09-30T12:23:26
display restart events by user root on load-balancer with status 500 last hour in ssh,restart,last1h,root,ssh,*,load-balancer,*,500,action=restart user=root source=ssh hostname=load-balancer status_code=500 earliest=-60m latest=now,2025-10-04T11:42:26
pull up logout events by user alice this week in auth log,logout,last7d,alice,auth,*,*,*,*,action=logout user=alice source=auth earliest=-7d@d latest=now,2025-10-04T12:23:26
find logout events past 60 minutes in windows,logout,last1h,*,windows,*,*,*,*,action=logout source=windows earliest=-60m latest=now,2025-10-04T12:08:26
pull up file download events by user root yesterday in server,download,yesterday,root,host,*,*,*,*,action=download user=root source=host earliest=@d-1d latest=@d,2025-10-03T18:04:26
find emergency file download events by user admin on app-server-03 with status 403 last 7 days in security log,download,last7d,admin,auth,*,app-server-03,critical,403,action=download user=admin source=auth hostname=app-server-03 severity=critical status_code=403 earliest=-7d@d latest=now,2025-10-03T12:23:26
pull up login failure events by user admin from ip 192.168.0.1 in the last 24 hours in file system,failure,today,admin,filesystem,192.168.0.1,*,*,*,action=failure user=admin source=filesystem src_ip=192.168.0.1 earliest=@d latest=now,2025-10-04T02:28:26
list info delete events last 30 days in machine,deletion,last30d,*,host,*,*,info,*,action=deletion source=host severity=info earliest=-30d@d latest=now,2025-09-13T12:23:26
list warn delete events by user admin last 7 days in network security,deletion,last7d,admin,firewall,*,*,warning,*,action=deletion user=admin source=firewall severity=warning earliest=-7d@d latest=now,2025-09-30T12:23:26
list auth success events by user root on firewall-01 since midnight in filesystem,success,today,root,filesystem,*,firewall-01,*,*,action=success user=root source=filesystem hostname=firewall-01 earliest=@d latest=now,2025-10-04T10:57:26
find critical restart events from ip 192.168.1.100 yesterday in windows event log,restart,yesterday,*,windows,192.168.1.100,*,critical,*,action=restart source=windows src_ip=192.168.1.100 severity=critical earliest=@d-1d latest=@d,2025-10-03T07:22:26
display delete events on db-prod-02 in the last 24 hours in db,deletion,today,*,database,*,db-prod-02,*,*,action=deletion source=database hostname=db-prod-02 earliest=@d latest=now,2025-10-04T08:21:26
list crit logout events by user bob from ip 192.168.0.1 yesterday in auth log,logout,yesterday,bob,auth,192.168.0.1,*,critical,*,action=logout user=bob source=auth src_ip=192.168.0.1 severity=critical earliest=@d-1d latest=@d,2025-10-03T22:23:26
display service restart events by user alice from ip 192.168.0.1 with status 404 last 7 days in windows event log,restart,last7d,alice,windows,192.168.0.1,*,*,404,action=restart user=alice source=windows src_ip=192.168.0.1 status_code=404 earliest=-7d@d latest=now,2025-09-28T12:23:26
display failed login events by user anonymous from ip 10.0.0.1 on firewall-01 this month in event viewer,failure,last30d,anonymous,windows,10.0.0.1,firewall-01,*,*,action=failure user=anonymous source=windows src_ip=10.0.0.1 hostname=firewall-01 earliest=-30d@d latest=now,2025-09-12T12:23:26
pull up successful login events by user admin from ip 172.16.0.50 past 60 minutes in event viewer,success,last1h,admin,windows,172.16.0.50,*,*,*,action=success user=admin source=windows src_ip=172.16.0.50 earliest=-60m latest=now,2025-10-04T11:41:26
find critical error events by user jsmith with status 502 this month in event viewer,error,last30d,jsmith,windows,*,*,critical,502,action=error user=jsmith source=windows severity=critical status_code=502 earliest=-30d@d latest=now,2025-10-02T12:23:26
pull up warning file upload events by user admin from ip 172.16.0.50 last 24 hours in db,upload,last24h,admin,database,172.16.0.50,*,warning,*,action=upload user=admin source=database src_ip=172.16.0.50 severity=warning earliest=-24h latest=now,2025-10-04T12:23:26
display restart events by user root on app-server-03 with status 403 this week in db,restart,last7d,root,database,*,app-server-03,*,403,action=restart user=root source=database hostname=app-server-03 status_code=403 earliest=-7d@d latest=now,2025-09-30T12:23:26
give me sign off events by user bob in the last 24 hours in db,logout,today,bob,database,*,*,*,*,action=logout user=bob source=database earliest=@d latest=now,2025-10-04T05:46:26
list download events by user alice on web-server-01 this week in database,download,last7d,alice,database,*,web-server-01,*,*,action=download user=alice source=database hostname=web-server-01 earliest=-7d@d latest=now,2025-10-01T12:23:26
show me informational crash events by user admin from ip 192.168.0.1 with status 404 today in authentication log,error,today,admin,auth,192.168.0.1,*,info,404,action=error user=admin source=auth src_ip=192.168.0.1 severity=info status_code=404 earliest=@d latest=now,2025-10-04T06:54:26
display failure events by user bob on load-balancer with status 200 last 24 hours in database,error,last24h,bob,database,*,load-balancer,*,200,action=error user=bob source=database hostname=load-balancer status_code=200 earliest=-24h latest=now,2025-10-04T10:23:26
find emergency delete events by user root since midnight in host,deletion,today,root,host,*,*,critical,*,action=deletion user=root source=host severity=critical earliest=@d latest=now,2025-10-04T04:59:26
pull up delete events by user root since midnight in file system,deletion,today,root,filesystem,*,*,*,*,action=deletion user=root source=filesystem earliest=@d latest=now,2025-10-04T06:54:26
list emergency auth failure events by user alice from ip 10.10.10.5 the previous day in authentication log,failure,yesterday,alice,auth,10.10.10.5,*,critical,*,action=failure user=alice source=auth src_ip=10.10.10.5 severity=critical earliest=@d-1d latest=@d,2025-10-03T22:23:26
display authentication events by user anonymous on web-server-01 last hour in machine,login,last1h,anonymous,host,*,web-server-01,*,*,action=login user=anonymous source=host hostname=web-server-01 earliest=-60m latest=now,2025-10-04T11:50:26
show me info successful login events by user bob from ip 192.168.0.1 on web-server-01 since yesterday in machine,success,last24h,bob,host,192.168.0.1,web-server-01,info,*,action=success user=bob source=host src_ip=192.168.0.1 hostname=web-server-01 severity=info earliest=-24h latest=now,2025-10-04T01:23:26
