nl_query,action,time,user,source,src_ip,hostname,severity,status_code,structured_query,event_ts
pull up connection events on db-prod-02 past 60 minutes in secure shell,access,last1h,*,ssh,*,db-prod-02,*,*,action=access source=ssh hostname=db-prod-02 earliest=-60m latest=now,2025-10-04T11:48:39
display authentication events by user alice today in filesystem,login,today,alice,filesystem,*,*,*,*,action=login user=alice source=filesystem earliest=@d latest=now,2025-10-04T03:04:39
display error file deletion events by user admin on firewall-01 this month in database,deletion,last30d,admin,database,*,firewall-01,error,*,action=deletion user=admin source=database hostname=firewall-01 severity=error earliest=-30d@d latest=now,2025-09-09T12:08:39
display file deletion events with status 502 last hour in secure shell,deletion,last1h,*,ssh,*,*,*,502,action=deletion source=ssh status_code=502 earliest=-60m latest=now,2025-10-04T11:10:39
give me informational access events by user alice from ip 192.168.0.1 in the last 24 hours in auth log,access,today,alice,auth,192.168.0.1,*,info,*,action=access user=alice source=auth src_ip=192.168.0.1 severity=info earliest=@d latest=now,2025-10-04T06:23:39
give me service restart events by user bob past 60 minutes in database,restart,last1h,bob,database,*,*,*,*,action=restart user=bob source=database earliest=-60m latest=now,2025-10-04T11:40:39
show me file deletion events by user admin last hour in server,deletion,last1h,admin,host,*,*,*,*,action=deletion user=admin source=host earliest=-60m latest=now,2025-10-04T11:24:39
list informational failed login events from ip 192.168.1.100 last 7 days in nginx,failure,last7d,*,web,192.168.1.100,*,info,*,action=failure source=web src_ip=192.168.1.100 severity=info earliest=-7d@d latest=now,2025-10-04T12:08:39
list warning file upload events by user jsmith yesterday in server,upload,yesterday,jsmith,host,*,*,warning,*,action=upload user=jsmith source=host severity=warning earliest=@d-1d latest=@d,2025-10-03T22:04:39
show me error file deletion events by user admin past week in machine,deletion,last7d,admin,host,*,*,error,*,action=deletion user=admin source=host severity=error earliest=-7d@d latest=now,2025-10-03T12:08:39
list restart events by user jsmith on app-server-03 in the last 24 hours in auth log,restart,today,jsmith,auth,*,app-server-03,*,*,action=restart user=jsmith source=auth hostname=app-server-03 earliest=@d latest=now,2025-10-04T11:26:39
show me logins events by user anonymous last 7 days in ssh,login,last7d,anonymous,ssh,*,*,*,*,action=login user=anonymous source=ssh earliest=-7d@d latest=now,2025-10-03T12:08:39
find restart events by user anonymous from ip 10.0.0.1 with status 403 today in nginx,restart,today,anonymous,web,10.0.0.1,*,*,403,action=restart user=anonymous source=web src_ip=10.0.0.1 status_code=403 earliest=@d latest=now,2025-10-04T10:53:39
display info login failure events by user bob past 60 minutes in web server,failure,last1h,bob,web,*,*,info,*,action=failure user=bob source=web severity=info earliest=-60m latest=now,2025-10-04T11:51:39
list info sign off events by user root this month in authentication log,logout,last30d,root,auth,*,*,info,*,action=logout user=root source=auth severity=info earliest=-30d@d latest=now,2025-09-16T12:08:39
give me auth failure events by user root with status 404 this month in file system,failure,last30d,root,filesystem,*,*,*,404,action=failure user=root source=filesystem status_code=404 earliest=-30d@d latest=now,2025-09-22T12:08:39
show me file download events by user root the previous day in apache,download,yesterday,root,web,*,*,*,*,action=download user=root source=web earliest=@d-1d latest=@d,2025-10-03T19:41:39
find file download events by user anonymous yesterday in file system,download,yesterday,anonymous,filesystem,*,*,*,*,action=download user=anonymous source=filesystem earliest=@d-1d latest=@d,2025-10-03T04:00:39
show me warning sign off events by user anonymous from ip 192.168.1.100 last hour in database,logout,last1h,anonymous,database,192.168.1.100,*,warning,*,action=logout user=anonymous source=database src_ip=192.168.1.100 severity=warning earliest=-60m latest=now,2025-10-04T11:56:39
pull up access events by user root with status 200 yesterday in file system,access,yesterday,root,filesystem,*,*,*,200,action=access user=root source=filesystem status_code=200 earliest=@d-1d latest=@d,2025-10-03T13:30:39
give me warning auth success events by user bob from ip 172.16.0.50 the previous day in server,success,yesterday,bob,host,172.16.0.50,*,warning,*,action=success user=bob source=host src_ip=172.16.0.50 severity=warning earliest=@d-1d latest=@d,2025-10-03T16:30:39
list auth failure events by user root with status 404 last hour in host,failure,last1h,root,host,*,*,*,404,action=failure user=root source=host status_code=404 earliest=-60m latest=now,2025-10-04T12:02:39
display delete events by user root this month in secure shell,deletion,last30d,root,ssh,*,*,*,*,action=deletion user=root source=ssh earliest=-30d@d latest=now,2025-09-08T12:08:39
show me warn file upload events by user root on firewall-01 with status 500 this month in authentication log,upload,last30d,root,auth,*,firewall-01,warning,500,action=upload user=root source=auth hostname=firewall-01 severity=warning status_code=500 earliest=-30d@d latest=now,2025-09-16T12:08:39
pull up upload events today in server,upload,today,*,host,*,*,*,*,action=upload source=host earliest=@d latest=now,2025-10-04T03:57:39
find restart events by user admin from ip 10.0.0.1 today in filesystem,restart,today,admin,filesystem,10.0.0.1,*,*,*,action=restart user=admin source=filesystem src_ip=10.0.0.1 earliest=@d latest=now,2025-10-04T10:31:39
show me file deletion events by user anonymous the previous day in nginx,deletion,yesterday,anonymous,web,*,*,*,*,action=deletion user=anonymous source=web earliest=@d-1d latest=@d,2025-10-03T02:57:39
pull up access events by user alice last 24 hours in web server,access,last24h,alice,web,*,*,*,*,action=access user=alice source=web earliest=-24h latest=now,2025-10-04T09:08:39
display logout events by user anonymous from ip 10.10.10.5 past 60 minutes in security log,logout,last1h,anonymous,auth,10.10.10.5,*,*,*,action=logout user=anonymous source=auth src_ip=10.10.10.5 earliest=-60m latest=now,2025-10-04T11:16:39
display critical file upload events by user bob last hour in machine,upload,last1h,bob,host,*,*,critical,*,action=upload user=bob source=host severity=critical earliest=-60m latest=now,2025-10-04T11:15:39
display file download events by user anonymous the previous day in machine,download,yesterday,anonymous,host,*,*,*,*,action=download user=anonymous source=host earliest=@d-1d latest=@d,2025-10-03T12:55:39
display file deletion events with status 502 last 30 days in secure shell,deletion,last30d,*,ssh,*,*,*,502,action=deletion source=ssh status_code=502 earliest=-30d@d latest=now,2025-09-05T12:08:39
pull up critical file download events by user bob last 7 days in database,download,last7d,bob,database,*,*,critical,*,action=download user=bob source=database severity=critical earliest=-7d@d latest=now,2025-09-28T12:08:39
find failed login events by user anonymous with status 404 last 24 hours in web server,failure,last24h,anonymous,web,*,*,*,404,action=failure user=anonymous source=web status_code=404 earliest=-24h latest=now,2025-10-03T21:08:39
pull up auth success events by user anonymous since midnight in file system,success,today,anonymous,filesystem,*,*,*,*,action=success user=anonymous source=filesystem earliest=@d latest=now,2025-10-04T12:34:39
find critical login failure events by user root with status 503 since yesterday in nginx,failure,last24h,root,web,*,*,critical,503,action=failure user=root source=web severity=critical status_code=503 earliest=-24h latest=now,2025-10-04T11:08:39
list restart events by user root from ip 192.168.1.100 the previous day in authentication log,restart,yesterday,root,auth,192.168.1.100,*,*,*,action=restart user=root source=auth src_ip=192.168.1.100 earliest=@d-1d latest=@d,2025-10-03T10:50:39
give me failure events by user jsmith from ip 172.16.0.50 last 30 days in db,error,last30d,jsmith,database,172.16.0.50,*,*,*,action=error user=jsmith source=database src_ip=172.16.0.50 earliest=-30d@d latest=now,2025-09-19T12:08:39
find authentication events by user jsmith from ip 10.0.0.1 today in db,login,today,jsmith,database,10.0.0.1,*,*,*,action=login user=jsmith source=database src_ip=10.0.0.1 earliest=@d latest=now,2025-10-04T07:15:39
give me error events by user jsmith from ip 10.10.10.5 last hour in apache,error,last1h,jsmith,web,10.10.10.5,*,*,*,action=error user=jsmith source=web src_ip=10.10.10.5 earliest=-60m latest=now,2025-10-04T11:26:39
find successful login events by user root on firewall-01 past 60 minutes in database,success,last1h,root,database,*,firewall-01,*,*,action=success user=root source=database hostname=firewall-01 earliest=-60m latest=now,2025-10-04T11:46:39
list download events by user root on firewall-01 with status 502 yesterday in file system,download,yesterday,root,filesystem,*,firewall-01,*,502,action=download user=root source=filesystem hostname=firewall-01 status_code=502 earliest=@d-1d latest=@d,2025-10-03T07:08:39
list restart events by user root from ip 10.0.0.1 this month in nginx,restart,last30d,root,web,10.0.0.1,*,*,*,action=restart user=root source=web src_ip=10.0.0.1 earliest=-30d@d latest=now,2025-09-19T12:08:39
show me crash events by user alice past week in auth log,error,last7d,alice,auth,*,*,*,*,action=error user=alice source=auth earliest=-7d@d latest=now,2025-10-04T12:08:39
pull up authentication events by user jsmith on db-prod-02 last hour in apache,login,last1h,jsmith,web,*,db-prod-02,*,*,action=login user=jsmith source=web hostname=db-prod-02 earliest=-60m latest=now,2025-10-04T11:15:39
pull up crash events by user root with status 403 the previous day in web server,error,yesterday,root,web,*,*,*,403,action=error user=root source=web status_code=403 earliest=@d-1d latest=@d,2025-10-03T08:34:39
show me informational logout events by user admin on app-server-03 since yesterday in database,logout,last24h,admin,database,*,app-server-03,info,*,action=logout user=admin source=database hostname=app-server-03 severity=info earliest=-24h latest=now,2025-10-03T19:08:39
display authentication events by user root on web-server-01 with status 500 last hour in file system,login,last1h,root,filesystem,*,web-server-01,*,500,action=login user=root source=filesystem hostname=web-server-01 status_code=500 earliest=-60m latest=now,2025-10-04T11:54:39
display logins events with status 502 the previous day in ssh,login,yesterday,*,ssh,*,*,*,502,action=login source=ssh status_code=502 earliest=@d-1d latest=@d,2025-10-03T16:49:39
list logout events by user jsmith since yesterday in security log,logout,last24h,jsmith,auth,*,*,*,*,action=logout user=jsmith source=auth earliest=-24h latest=now,2025-10-03T20:08:39
find failure events by user anonymous with status 404 last 30 days in server,error,last30d,anonymous,host,*,*,*,404,action=error user=anonymous source=host status_code=404 earliest=-30d@d latest=now,2025-09-15T12:08:39
find access events by user anonymous on load-balancer with status 500 past 60 minutes in ssh,access,last1h,anonymous,ssh,*,load-balancer,*,500,action=access user=anonymous source=ssh hostname=load-balancer status_code=500 earliest=-60m latest=now,2025-10-04T11:24:39
display successful login events by user anonymous on firewall-01 with status 503 since yesterday in authentication log,success,last24h,anonymous,auth,*,firewall-01,*,503,action=success user=anonymous source=auth hostname=firewall-01 status_code=503 earliest=-24h latest=now,2025-10-04T04:08:39
list warn successful login events by user jsmith from ip 192.168.0.1 with status 200 last hour in secure shell,success,last1h,jsmith,ssh,192.168.0.1,*,warning,200,action=success user=jsmith source=ssh src_ip=192.168.0.1 severity=warning status_code=200 earliest=-60m latest=now,2025-10-04T11:57:39
list upload events by user alice from ip 10.10.10.5 on firewall-01 yesterday in file system,upload,yesterday,alice,filesystem,10.10.10.5,firewall-01,*,*,action=upload user=alice source=filesystem src_ip=10.10.10.5 hostname=firewall-01 earliest=@d-1d latest=@d,2025-10-03T05:27:39
show me login failure events by user root last hour in filesystem,failure,last1h,root,filesystem,*,*,*,*,action=failure user=root source=filesystem earliest=-60m latest=now,2025-10-04T11:39:39
give me upload events this month in web server,upload,last30d,*,web,*,*,*,*,action=upload source=web earliest=-30d@d latest=now,2025-10-04T12:08:39
find logins events by user alice on web-server-01 last 30 days in file system,login,last30d,alice,filesystem,*,web-server-01,*,*,action=login user=alice source=filesystem hostname=web-server-01 earliest=-30d@d latest=now,2025-09-23T12:08:39
find error delete events by user anonymous from ip 192.168.0.1 on load-balancer with status 403 this month in security log,deletion,last30d,anonymous,auth,192.168.0.1,load-balancer,error,403,action=deletion user=anonymous source=auth src_ip=192.168.0.1 hostname=load-balancer severity=error status_code=403 earliest=-30d@d latest=now,2025-09-20T12:08:39
find login events by user admin in the last 24 hours in server,login,today,admin,host,*,*,*,*,action=login user=admin source=host earliest=@d latest=now,2025-10-04T09:35:39
show me failure events from ip 10.0.0.1 on app-server-03 last 30 days in database,error,last30d,*,database,10.0.0.1,app-server-03,*,*,action=error source=database src_ip=10.0.0.1 hostname=app-server-03 earliest=-30d@d latest=now,2025-09-21T12:08:39
find service restart events by user bob with status 403 yesterday in authentication log,restart,yesterday,bob,auth,*,*,*,403,action=restart user=bob source=auth status_code=403 earliest=@d-1d latest=@d,2025-10-03T23:12:39
give me warn sign off events by user anonymous from ip 192.168.0.1 since yesterday in database,logout,last24h,anonymous,database,192.168.0.1,*,warning,*,action=logout user=anonymous source=database src_ip=192.168.0.1 severity=warning earliest=-24h latest=now,2025-10-03T17:08:39
find successful login events by user root from ip 192.168.1.100 today in server,success,today,root,host,192.168.1.100,*,*,*,action=success user=root source=host src_ip=192.168.1.100 earliest=@d latest=now,2025-10-04T04:54:39
find upload events by user anonymous with status 200 last 30 days in database,upload,last30d,anonymous,database,*,*,*,200,action=upload user=anonymous source=database status_code=200 earliest=-30d@d latest=now,2025-09-14T12:08:39
list logout events by user alice from ip 192.168.1.100 yesterday in server,logout,yesterday,alice,host,192.168.1.100,*,*,*,action=logout user=alice source=host src_ip=192.168.1.100 earliest=@d-1d latest=@d,2025-10-03T06:58:39
display access events by user admin last hour in host,access,last1h,admin,host,*,*,*,*,action=access user=admin source=host earliest=-60m latest=now,2025-10-04T11:39:39
display service restart events by user admin past week in filesystem,restart,last7d,admin,filesystem,*,*,*,*,action=restart user=admin source=filesystem earliest=-7d@d latest=now,2025-10-04T12:08:39
give me info file deletion events by user alice with status 200 today in machine,deletion,today,alice,host,*,*,info,200,action=deletion user=alice source=host severity=info status_code=200 earliest=@d latest=now,2025-10-04T04:50:39
show me successful login events by user admin in the last 24 hours in database,success,today,admin,database,*,*,*,*,action=success user=admin source=database earliest=@d latest=now,2025-10-04T12:58:39
give me logout events by user jsmith since midnight in machine,logout,today,jsmith,host,*,*,*,*,action=logout user=jsmith source=host earliest=@d latest=now,2025-10-04T12:08:39
find restart events by user jsmith last 24 hours in file system,restart,last24h,jsmith,filesystem,*,*,*,*,action=restart user=jsmith source=filesystem earliest=-24h latest=now,2025-10-04T01:08:39
pull up error connection events by user admin with status 403 last 24 hours in file system,access,last24h,admin,filesystem,*,*,error,403,action=access user=admin source=filesystem severity=error status_code=403 earliest=-24h latest=now,2025-10-04T00:08:39
pull up sign off events by user root last 24 hours in ssh,logout,last24h,root,ssh,*,*,*,*,action=logout user=root source=ssh earliest=-24h latest=now,2025-10-04T05:08:39
give me info successful login events by user alice from ip 192.168.1.100 last 24 hours in filesystem,success,last24h,alice,filesystem,192.168.1.100,*,info,*,action=success user=alice source=filesystem src_ip=192.168.1.100 severity=info earliest=-24h latest=now,2025-10-04T04:08:39
pull up auth failure events with status 200 this month in server,failure,last30d,*,host,*,*,*,200,action=failure source=host status_code=200 earliest=-30d@d latest=now,2025-10-03T12:08:39
show me warn request events by user root with status 502 last 7 days in db,access,last7d,root,database,*,*,warning,502,action=access user=root source=database severity=warning status_code=502 earliest=-7d@d latest=now,2025-09-28T12:08:39
display connection events by user root this month in web server,access,last30d,root,web,*,*,*,*,action=access user=root source=web earliest=-30d@d latest=now,2025-09-28T12:08:39
display file download events by user admin this month in filesystem,download,last30d,admin,filesystem,*,*,*,*,action=download user=admin source=filesystem earliest=-30d@d latest=now,2025-09-07T12:08:39
pull up crash events by user alice with status 403 last hour in host,error,last1h,alice,host,*,*,*,403,action=error user=alice source=host status_code=403 earliest=-60m latest=now,2025-10-04T11:50:39
give me logins events by user jsmith from ip 10.10.10.5 past 60 minutes in server,login,last1h,jsmith,host,10.10.10.5,*,*,*,action=login user=jsmith source=host src_ip=10.10.10.5 earliest=-60m latest=now,2025-10-04T11:39:39
find file deletion events by user alice last 7 days in machine,deletion,last7d,alice,host,*,*,*,*,action=deletion user=alice source=host earliest=-7d@d latest=now,2025-09-29T12:08:39
display auth failure events by user anonymous last 30 days in machine,failure,last30d,anonymous,host,*,*,*,*,action=failure user=anonymous source=host earliest=-30d@d latest=now,2025-09-17T12:08:39
list request events by user anonymous since yesterday in server,access,last24h,anonymous,host,*,*,*,*,action=access user=anonymous source=host earliest=-24h latest=now,2025-10-03T19:08:39
display error events by user admin last hour in auth log,error,last1h,admin,auth,*,*,*,*,action=error user=admin source=auth earliest=-60m latest=now,2025-10-04T11:52:39
list error service restart events by user admin on load-balancer since midnight in security log,restart,today,admin,auth,*,load-balancer,error,*,action=restart user=admin source=auth hostname=load-balancer severity=error earliest=@d latest=now,2025-10-04T06:45:39
give me sign off events by user anonymous last 24 hours in host,logout,last24h,anonymous,host,*,*,*,*,action=logout user=anonymous source=host earliest=-24h latest=now,2025-10-03T22:08:39
show me info error events yesterday in server,error,yesterday,*,host,*,*,info,*,action=error source=host severity=info earliest=@d-1d latest=@d,2025-10-03T20:29:39
display error events by user bob this week in host,error,last7d,bob,host,*,*,*,*,action=error user=bob source=host earliest=-7d@d latest=now,2025-10-01T12:08:39
show me auth failure events by user bob yesterday in filesystem,failure,yesterday,bob,filesystem,*,*,*,*,action=failure user=bob source=filesystem earliest=@d-1d latest=@d,2025-10-03T16:51:39
show me login events by user anonymous last 7 days in file system,login,last7d,anonymous,filesystem,*,*,*,*,action=login user=anonymous source=filesystem earliest=-7d@d latest=now,2025-10-04T12:08:39
find auth failure events from ip 192.168.1.100 in the last 24 hours in db,failure,today,*,database,192.168.1.100,*,*,*,action=failure source=database src_ip=192.168.1.100 earliest=@d latest=now,2025-10-04T05:56:39
list logout events by user admin past week in filesystem,logout,last7d,admin,filesystem,*,*,*,*,action=logout user=admin source=filesystem earliest=-7d@d latest=now,2025-09-30T12:08:39
display failed login events by user root with status 502 yesterday in apache,failure,yesterday,root,web,*,*,*,502,action=failure user=root source=web status_code=502 earliest=@d-1d latest=@d,2025-10-03T10:35:39
pull up access events by user alice on load-balancer this month in server,access,last30d,alice,host,*,load-balancer,*,*,action=access user=alice source=host hostname=load-balancer earliest=-30d@d latest=now,2025-09-09T12:08:39
display error events by user bob in the last 24 hours in server,error,today,bob,host,*,*,*,*,action=error user=bob source=host earliest=@d latest=now,2025-10-04T03:40:39
find logout events by user anonymous from ip 192.168.0.1 on load-balancer past 60 minutes in db,logout,last1h,anonymous,database,192.168.0.1,load-balancer,*,*,action=logout user=anonymous source=database src_ip=192.168.0.1 hostname=load-balancer earliest=-60m latest=now,2025-10-04T11:35:39
pull up critical error events by user admin with status 404 yesterday in auth log,error,yesterday,admin,auth,*,*,critical,404,action=error user=admin source=auth severity=critical status_code=404 earliest=@d-1d latest=@d,2025-10-03T17:49:39
pull up service restart events by user jsmith last hour in database,restart,last1h,jsmith,database,*,*,*,*,action=restart user=jsmith source=database earliest=-60m latest=now,2025-10-04T11:36:39
find logins events by user jsmith from ip 10.10.10.5 last hour in database,login,last1h,jsmith,database,10.10.10.5,*,*,*,action=login user=jsmith source=database src_ip=10.10.10.5 earliest=-60m latest=now,2025-10-04T11:14:39
show me download events by user bob with status 200 past 60 minutes in database,download,last1h,bob,database,*,*,*,200,action=download user=bob source=database status_code=200 earliest=-60m latest=now,2025-10-04T11:23:39
find emergency file upload events by user admin on app-server-03 since yesterday in auth log,upload,last24h,admin,auth,*,app-server-03,critical,*,action=upload user=admin source=auth hostname=app-server-03 severity=critical earliest=-24h latest=now,2025-10-04T06:08:39
pull up request events from ip 10.10.10.5 today in filesystem,access,today,*,filesystem,10.10.10.5,*,*,*,action=access source=filesystem src_ip=10.10.10.5 earliest=@d latest=now,2025-10-04T05:21:39
give me delete events by user admin from ip 172.16.0.50 last 30 days in apache,deletion,last30d,admin,web,172.16.0.50,*,*,*,action=deletion user=admin source=web src_ip=172.16.0.50 earliest=-30d@d latest=now,2025-09-20T12:08:39
give me informational delete events by user anonymous on load-balancer last 30 days in filesystem,deletion,last30d,anonymous,filesystem,*,load-balancer,info,*,action=deletion user=anonymous source=filesystem hostname=load-balancer severity=info earliest=-30d@d latest=now,2025-09-07T12:08:39
show me file upload events by user root last 7 days in db,upload,last7d,root,database,*,*,*,*,action=upload user=root source=database earliest=-7d@d latest=now,2025-10-01T12:08:39
pull up info error events by user alice from ip 10.10.10.5 with status 404 last 24 hours in nginx,error,last24h,alice,web,10.10.10.5,*,info,404,action=error user=alice source=web src_ip=10.10.10.5 severity=info status_code=404 earliest=-24h latest=now,2025-10-04T03:08:39
show me access events by user root since yesterday in security log,access,last24h,root,auth,*,*,*,*,action=access user=root source=auth earliest=-24h latest=now,2025-10-03T14:08:39
pull up file download events by user root on db-prod-02 this month in server,download,last30d,root,host,*,db-prod-02,*,*,action=download user=root source=host hostname=db-prod-02 earliest=-30d@d latest=now,2025-09-26T12:08:39
show me connection events by user alice with status 500 yesterday in security log,access,yesterday,alice,auth,*,*,*,500,action=access user=alice source=auth status_code=500 earliest=@d-1d latest=@d,2025-10-03T20:52:39
pull up connection events by user jsmith from ip 192.168.0.1 with status 502 the previous day in db,access,yesterday,jsmith,database,192.168.0.1,*,*,502,action=access user=jsmith source=database src_ip=192.168.0.1 status_code=502 earliest=@d-1d latest=@d,2025-10-03T20:56:39
display login events by user bob on web-server-01 past week in secure shell,login,last7d,bob,ssh,*,web-server-01,*,*,action=login user=bob source=ssh hostname=web-server-01 earliest=-7d@d latest=now,2025-10-01T12:08:39
show me auth success events by user bob since midnight in authentication log,success,today,bob,auth,*,*,*,*,action=success user=bob source=auth earliest=@d latest=now,2025-10-04T06:39:39
give me restart events by user root this week in ssh,restart,last7d,root,ssh,*,*,*,*,action=restart user=root source=ssh earliest=-7d@d latest=now,2025-10-04T12:08:39
list crash events by user bob in the last 24 hours in server,error,today,bob,host,*,*,*,*,action=error user=bob source=host earliest=@d latest=now,2025-10-04T08:22:39
display failed login events by user bob from ip 192.168.0.1 on web-server-01 this month in secure shell,failure,last30d,bob,ssh,192.168.0.1,web-server-01,*,*,action=failure user=bob source=ssh src_ip=192.168.0.1 hostname=web-server-01 earliest=-30d@d latest=now,2025-09-15T12:08:39
list service restart events by user admin from ip 10.10.10.5 with status 404 last 30 days in db,restart,last30d,admin,database,10.10.10.5,*,*,404,action=restart user=admin source=database src_ip=10.10.10.5 status_code=404 earliest=-30d@d latest=now,2025-09-05T12:08:39
list authentication events by user bob with status 502 since midnight in security log,login,today,bob,auth,*,*,*,502,action=login user=bob source=auth status_code=502 earliest=@d latest=now,2025-10-04T05:12:39
pull up download events by user anonymous from ip 10.10.10.5 this month in secure shell,download,last30d,anonymous,ssh,10.10.10.5,*,*,*,action=download user=anonymous source=ssh src_ip=10.10.10.5 earliest=-30d@d latest=now,2025-09-26T12:08:39
pull up info sign off events on web-server-01 yesterday in database,logout,yesterday,*,database,*,web-server-01,info,*,action=logout source=database hostname=web-server-01 severity=info earliest=@d-1d latest=@d,2025-10-03T01:01:39
give me info request events by user anonymous from ip 192.168.1.100 on firewall-01 last 7 days in ssh,access,last7d,anonymous,ssh,192.168.1.100,firewall-01,info,*,action=access user=anonymous source=ssh src_ip=192.168.1.100 hostname=firewall-01 severity=info earliest=-7d@d latest=now,2025-09-29T12:08:39
find authentication events by user alice from ip 10.0.0.1 with status 404 in the last 24 hours in filesystem,login,today,alice,filesystem,10.0.0.1,*,*,404,action=login user=alice source=filesystem src_ip=10.0.0.1 status_code=404 earliest=@d latest=now,2025-10-04T06:54:39
pull up logout events by user jsmith with status 200 past week in ssh,logout,last7d,jsmith,ssh,*,*,*,200,action=logout user=jsmith source=ssh status_code=200 earliest=-7d@d latest=now,2025-09-30T12:08:39
show me login events by user alice today in file system,login,today,alice,filesystem,*,*,*,*,action=login user=alice source=filesystem earliest=@d latest=now,2025-10-04T11:10:39
list error auth failure events by user admin in the last 24 hours in file system,failure,today,admin,filesystem,*,*,error,*,action=failure user=admin source=filesystem severity=error earliest=@d latest=now,2025-10-04T00:18:39
list restart events by user alice since yesterday in database,restart,last24h,alice,database,*,*,*,*,action=restart user=alice source=database earliest=-24h latest=now,2025-10-03T23:08:39
give me warn connection events by user admin last 24 hours in filesystem,access,last24h,admin,filesystem,*,*,warning,*,action=access user=admin source=filesystem severity=warning earliest=-24h latest=now,2025-10-04T00:08:39
show me emergency successful login events by user root yesterday in filesystem,success,yesterday,root,filesystem,*,*,critical,*,action=success user=root source=filesystem severity=critical earliest=@d-1d latest=@d,2025-10-03T10:22:39
display file deletion events by user alice since yesterday in file system,deletion,last24h,alice,filesystem,*,*,*,*,action=deletion user=alice source=filesystem earliest=-24h latest=now,2025-10-03T13:08:39
give me access events today in filesystem,access,today,*,filesystem,*,*,*,*,action=access source=filesystem earliest=@d latest=now,2025-10-04T11:56:39
pull up connection events by user jsmith from ip 10.10.10.5 in the last 24 hours in secure shell,access,today,jsmith,ssh,10.10.10.5,*,*,*,action=access user=jsmith source=ssh src_ip=10.10.10.5 earliest=@d latest=now,2025-10-04T06:51:39
display delete events by user admin from ip 10.0.0.1 on load-balancer with status 502 since midnight in secure shell,deletion,today,admin,ssh,10.0.0.1,load-balancer,*,502,action=deletion user=admin source=ssh src_ip=10.0.0.1 hostname=load-balancer status_code=502 earliest=@d latest=now,2025-10-04T08:11:39
pull up connection events by user root the previous day in apache,access,yesterday,root,web,*,*,*,*,action=access user=root source=web earliest=@d-1d latest=@d,2025-10-03T10:52:39
pull up error events by user root with status 200 since midnight in secure shell,error,today,root,ssh,*,*,*,200,action=error user=root source=ssh status_code=200 earliest=@d latest=now,2025-10-04T00:01:39
pull up informational logins events with status 500 the previous day in security log,login,yesterday,*,auth,*,*,info,500,action=login source=auth severity=info status_code=500 earliest=@d-1d latest=@d,2025-10-03T22:20:39
find delete events by user root with status 503 past 60 minutes in host,deletion,last1h,root,host,*,*,*,503,action=deletion user=root source=host status_code=503 earliest=-60m latest=now,2025-10-04T11:56:39
find info error events by user root past 60 minutes in ssh,error,last1h,root,ssh,*,*,info,*,action=error user=root source=ssh severity=info earliest=-60m latest=now,2025-10-04T11:49:39
pull up upload events by user root with status 404 last hour in security log,upload,last1h,root,auth,*,*,*,404,action=upload user=root source=auth status_code=404 earliest=-60m latest=now,2025-10-04T11:56:39
pull up err upload events by user root with status 403 this month in apache,upload,last30d,root,web,*,*,error,403,action=upload user=root source=web severity=error status_code=403 earliest=-30d@d latest=now,2025-09-25T12:08:39
list error events by user jsmith on db-prod-02 with status 404 this month in web server,error,last30d,jsmith,web,*,db-prod-02,*,404,action=error user=jsmith source=web hostname=db-prod-02 status_code=404 earliest=-30d@d latest=now,2025-10-04T12:08:39
list err login failure events by user jsmith since midnight in security log,failure,today,jsmith,auth,*,*,error,*,action=failure user=jsmith source=auth severity=error earliest=@d latest=now,2025-10-04T10:03:39
find info failed login events by user anonymous past week in filesystem,failure,last7d,anonymous,filesystem,*,*,info,*,action=failure user=anonymous source=filesystem severity=info earliest=-7d@d latest=now,2025-10-01T12:08:39
give me file deletion events by user alice with status 502 past week in auth log,deletion,last7d,alice,auth,*,*,*,502,action=deletion user=alice source=auth status_code=502 earliest=-7d@d latest=now,2025-10-01T12:08:39
display connection events by user alice in the last 24 hours in server,access,today,alice,host,*,*,*,*,action=access user=alice source=host earliest=@d latest=now,2025-10-04T03:00:39
give me warning file deletion events by user jsmith last 7 days in nginx,deletion,last7d,jsmith,web,*,*,warning,*,action=deletion user=jsmith source=web severity=warning earliest=-7d@d latest=now,2025-10-04T12:08:39
give me file download events from ip 192.168.1.100 with status 502 last 24 hours in db,download,last24h,*,database,192.168.1.100,*,*,502,action=download source=database src_ip=192.168.1.100 status_code=502 earliest=-24h latest=now,2025-10-03T22:08:39
give me sign off events from ip 192.168.1.100 today in filesystem,logout,today,*,filesystem,192.168.1.100,*,*,*,action=logout source=filesystem src_ip=192.168.1.100 earliest=@d latest=now,2025-10-04T02:44:39
show me file upload events by user alice past 60 minutes in auth log,upload,last1h,alice,auth,*,*,*,*,action=upload user=alice source=auth earliest=-60m latest=now,2025-10-04T12:04:39
list info successful login events by user bob yesterday in apache,success,yesterday,bob,web,*,*,info,*,action=success user=bob source=web severity=info earliest=@d-1d latest=@d,2025-10-03T02:33:39
show me logout events by user root yesterday in secure shell,logout,yesterday,root,ssh,*,*,*,*,action=logout user=root source=ssh earliest=@d-1d latest=@d,2025-10-03T12:11:39
find auth success events with status 403 yesterday in server,success,yesterday,*,host,*,*,*,403,action=success source=host status_code=403 earliest=@d-1d latest=@d,2025-10-03T11:58:39
find file deletion events by user admin last 24 hours in security log,deletion,last24h,admin,auth,*,*,*,*,action=deletion user=admin source=auth earliest=-24h latest=now,2025-10-04T03:08:39
